user_id,radius,iteration,FN,TP,test_size,FN_p,TP_p
5980,6,0,0,12,12,0.0,1.0
5993,6,0,0,24,24,0.0,1.0
5979,6,0,0,33,33,0.0,1.0
5966,6,0,6,20,26,0.23076923076923078,0.7692307692307693
5967,6,0,7,94,101,0.06930693069306931,0.9306930693069307
5970,6,0,0,14,14,0.0,1.0
6188,6,0,2,1,3,0.6666666666666666,0.3333333333333333
6096,6,0,1,0,1,1.0,0.0
6069,6,0,0,17,17,0.0,1.0
5937,6,0,0,6,6,0.0,1.0
5990,6,0,0,50,50,0.0,1.0
5928,6,0,0,22,22,0.0,1.0
6058,6,0,20,49,69,0.2898550724637681,0.7101449275362319
6001,6,0,5,19,24,0.20833333333333334,0.7916666666666666
5964,6,0,1,9,10,0.1,0.9
5950,6,0,1,6,7,0.14285714285714285,0.8571428571428571
5991,6,0,0,20,20,0.0,1.0
6177,6,0,0,3,3,0.0,1.0
5961,6,0,0,45,45,0.0,1.0
5938,6,0,6,334,340,0.01764705882352941,0.9823529411764705
5960,6,0,0,36,36,0.0,1.0
5947,6,0,0,78,78,0.0,1.0
5957,6,0,4,3,7,0.5714285714285714,0.42857142857142855
6043,6,0,0,29,29,0.0,1.0
6014,6,0,10,0,10,1.0,0.0
6015,6,0,2,0,2,1.0,0.0
5978,6,0,9,7,16,0.5625,0.4375
5986,6,0,4,0,4,1.0,0.0
5969,6,0,4,0,4,1.0,0.0
5949,6,0,0,30,30,0.0,1.0
5959,6,0,11,29,40,0.275,0.725
6051,6,0,0,108,108,0.0,1.0
6029,6,0,0,20,20,0.0,1.0
6070,6,0,3,1,4,0.75,0.25
5942,6,0,0,108,108,0.0,1.0
5953,6,0,0,28,28,0.0,1.0
6076,6,0,7,7,14,0.5,0.5
5940,6,0,8,1,9,0.8888888888888888,0.1111111111111111
6109,6,0,20,75,95,0.21052631578947367,0.7894736842105263
6187,6,0,0,6,6,0.0,1.0
6053,6,0,0,15,15,0.0,1.0
6104,6,0,4,0,4,1.0,0.0
5943,6,0,0,9,9,0.0,1.0
6168,6,0,0,240,240,0.0,1.0
5989,6,0,0,6,6,0.0,1.0
5963,6,0,12,8,20,0.6,0.4
6194,6,0,0,80,80,0.0,1.0
6003,6,0,6,232,238,0.025210084033613446,0.9747899159663865
6167,6,0,5,5,10,0.5,0.5
6004,6,0,14,121,135,0.1037037037037037,0.8962962962962963
6054,6,0,0,14,14,0.0,1.0
6170,6,0,4,30,34,0.11764705882352941,0.8823529411764706
6063,6,0,9,1,10,0.9,0.1
5988,6,0,0,17,17,0.0,1.0
6075,6,0,1,11,12,0.08333333333333333,0.9166666666666666
